"customer_id","year","month","total_quantity"
"0042350cd93f45f5-9d59ff2ac7750158","2020","1","2147490961"
"0058b746127241f6-8baa78bcabee1a60","2020","1","17"
"006ce28afcfa4e12-b24c4469f7bedb48","2020","1","20"
"029d40f1aa654d0a-947b7b3a660068c8","2020","1","1"
"031d4f29674d4b16-9357c42a19313cac","2020","1","3"
"033754db26f14083-a7122c7ad2cb4680","2020","1","39"
"0368fa1a6e374b50-b3af5f982a763a5d","2020","1","19"
"03af19d1f0a94a48-9fdc4f8dc9bf3633","2020","1","4"
"059ce37fd46e477e-b9eb70f98aa17301","2020","1","5"
"0693cef13c8a4f29-afaba42a638fa6f1","2020","1","1"
"06f464dc308646a6-838ab6d2d98b8710","2020","1","4"
"07000becebea4e8e-9123bf31b28a0d81","2020","1","2"
"07bf38988d514e55-82e2ac81e3f563e7","2020","1","2147549367"
"0817dd66afd445e0-afed15fe410a044b","2020","1","9"
"087af25267614231-b48aa2aa1ffe8446","2020","1","5"
"08ac96fd35c848f4-b0a820157fa2ebc3","2020","1","15"
"0903a2ae574a490d-ad9a1cb7731310fe","2020","1","1101"
"090d7198f53b45fc-a9896600273b1b4a","2020","1","1"
"096851a3c5c84020-8cbedcbe289799ab","2020","1","4"
"096f1acbc62d4304-86dec4e44c3df726","2020","1","3611"
"0a2b80d7fd884251-8d903bad705b5191","2020","1","1"
"0a547439880c47b1-9410deda76da2d67","2020","1","2"
"0a547a9a29ad40fe-9f340be766f31687","2020","1","1"
"0b1ee42f12d24b3c-a14f67df5c99e8b6","2020","1","7"
"0b984090f3704a40-bfab84ed835efaf1","2020","1","8"
"0bb61731e5de4b88-91cf6499665d97ca","2020","1","8"
"0bc3a3944c574cad-961ed08d2abb2bf0","2020","1","68698701"
"0c9edd97f111486e-901cf0b1119cc407","2020","1","2147484201"
"0d6868877f76424c-a2d9498317e7ea81","2020","1","2"
"0d6d2a8aedd64362-a063a039f702dcb8","2020","1","25"
"0dc899d4b32a4191-90d3523ec42e7a69","2020","1","2147483658"
"0ddb3ef6c2884486-a55718a0bc4b87c4","2020","1","32"
"0f4fe14a6b5f4078-a83cf573bd37d412","2020","1","1"
"0fed48f71e60472b-88769fa2f8aa9a91","2020","1","5"
"102f1272044e4767-b66775da2bacf3d4","2020","1","152"
"1048568e89fd4bf1-870aaa9c2eaae9f4","2020","1","612"
"10ac29ff7c204990-bc5e4dcd1b373678","2020","1","2147533274"
"10e79b3b9b6b4952-8a6a2103833ee3d4","2020","1","2205250833"
"117eb0661cfd4c39-9c64b3e32113cb96","2020","1","59"
"125fbb4a31b3493e-9ed3973b2be800aa","2020","1","1"
"13ab84feffdf430c-ac8d102198cecc6d","2020","1","2"
"13f82c7ab5fb4f6f-95a5e6713a3dfc70","2020","1","5"
"1404777ace8f431a-97ca51c3a299fca4","2020","1","1"
"147c400625f047eb-ac7bcf68cad37b34","2020","1","4"
"14be916ece844238-a69f1d946d6c47fc","2020","1","1"
"14f9a61cb9ab4eef-8f67ef367735913c","2020","1","8"
"1602682b1f5e4244-8e4043ab98f5b247","2020","1","20"
"169e5ed73285404c-b317c43abb629e3d","2020","1","16"
"16d14f884a05469c-a1d03ea2c711ec4b","2020","1","7"
"16d3d9fbb19c412d-9070109424f12fd7","2020","1","2"
"16d7b592b8c34214-a4489f88e95c3337","2020","1","6"
"18758397c9e2443d-ba0d0a5e4d2c522d","2020","1","1"
"19430d049e884aea-b9f0bb0b29ad85bd","2020","1","183040"
"197ba187fd8d4083-b4c17c252a755648","2020","1","10"
"19ab542b864546d6-9e006142a456d3af","2020","1","1"
"19e063fdf1814c95-bf1a72995c817653","2020","1","12"
"1a603af7a8a84ad0-98ef6750948d4d5d","2020","1","3"
"1bbd6934f0b04d89-809b552231a1b448","2020","1","2155286705"
"1c00e4103b254b83-93707bcc30170a49","2020","1","1"
"1c71a0f8a02d4819-b7bac0ae5efb0c41","2020","1","1"
"1c7a2ec3fcae4bec-82495a9d2bd6a7f1","2020","1","2147483742"
"1c7b43ef85c04b54-8efa139d0f58c680","2020","1","650"
"1d45db2d39b646d5-b05f3cf7f654a049","2020","1","9"
"1dd44a8a7be140a7-a126b9b5602d6634","2020","1","1"
"1e0485294769409f-8a425b9b287c03e3","2020","1","2"
"1e76530aac994ab6-ae46a662e3ab4726","2020","1","2"
"1e83fabf7a744d71-a7bad7db1fa1e0bc","2020","1","112972609"
"1eec73e798204d0f-a4ead836e5f369bf","2020","1","3"
"1ef486af74754b54-8e1e855d393d9fae","2020","1","1"
"1f6cd93e48e44592-bbb458d95235b44d","2020","1","11563"
"1fdc4ac49f0e4fa4-96f849533f20e76d","2020","1","1"
"203f7d27c4374775-b0679d76e0de361a","2020","1","12"
"2057995831c24515-b1befb576a3adcf0","2020","1","5"
"20f733ef6f5c459e-b655e84ee23f25ea","2020","1","2"
"213c74bd12854dc7-84ceaef58c484c3b","2020","1","26"
"21a18215db0543d0-a33b510b13f2b6f8","2020","1","6280961"
"224e954aa66c408f-a1473499c1c76f1e","2020","1","515"
"226c80a571b94ea8-8d328cf4ae5571a4","2020","1","22"
"235fb7f3fc044bba-9af539b602bcd013","2020","1","10"
"2360414c713a42eb-9707a942efa10caa","2020","1","5"
"236f900997c6426d-858af39e52efe38b","2020","1","1"
"23d9181688d14dc2-a2937ca6c9984ba0","2020","1","2"
"24a507ed92124370-9343cf09e15dac0f","2020","1","3"
"24a7a469816d4577-bd87ca5d548327f4","2020","1","11"
"24bdd5549d6e4ec8-996330535a195459","2020","1","11"
"256619b1e43f44f1-84e6b23e504df62c","2020","1","6"
"25a7dc0bbe3e4d6d-84c21eda3701aac8","2020","1","1"
"260b5649f452492f-af362f0b56f5d487","2020","1","2147484215"
"2646b4294ef9438d-98c02e5efbe3e67d","2020","1","8"
"2750d8b76cf34670-a90a926d12734941","2020","1","1"
"2818adcfc5664c15-9d6a17455d1768b3","2020","1","150000023"
"281c92d1f7b14aec-b8a6e500ed3f5373","2020","1","3"
"2843f1264bd74737-a7aa5b0dc61d49c8","2020","1","5"
"284717bb1b9e41e4-bb34041023ca41a8","2020","1","1"
"29308be6b12b4161-a4f7d8842d01bd6d","2020","1","273"
"29415eeaf9a14281-8fe7cf7386da70a1","2020","1","1"
"297a84360519479b-8d7b9289c4324696","2020","1","36"
"2d3ad19b303749c5-8b9d96981e83e0af","2020","1","6442459350"
"2d41d8d48b5a4a49-972b3001871d1d48","2020","1","86"
"2dd69b84f7894e74-a93f04f25ef3ccdb","2020","1","168"
"2ec41b6178f84577-b2eead14984a0e02","2020","1","18"
"2ed94a58f66b4840-83399b43a5c6a683","2020","1","4"
"2ee1bf58914e448f-9e69f8db3b007c6c","2020","1","2"
"30aeb19020b14d74-b7ffe12bed9f24c5","2020","1","2"
"311fb6fdf34c4722-9a9e13fa44242881","2020","1","9"
"31256796aa14493e-83d39001f563d722","2020","1","2653810"
"3139ca79ea584005-a07438324c2c891b","2020","1","2"
"31454dc9ef3f44f8-a23f63112b37d501","2020","1","2"
"31619e0d315b4741-9f9a47cae34a0f0d","2020","1","1"
"3197209257ee46c3-a17c1d232512f976","2020","1","21"
"31b8c20ea0e94706-996620be4dfec8f6","2020","1","6"
"32bcdfd572a14cd0-94cfe20d3260bc3c","2020","1","28"
"33ed051257e14581-8e91c03c65855f7c","2020","1","2"
"33f24215a04d410c-a9fdad964ae9cf94","2020","1","9"
"34d92f8c23cc40dd-8c59b073961d2e51","2020","1","8"
"34dcba33efa244f7-a97c9fe73df864a0","2020","1","3"
"350182672779494c-943dc2a12040afcc","2020","1","1"
"351638e460cc4a34-8ca133da52aa7b2f","2020","1","1"
"3613114e2bdc4d52-becc8f8eee28e517","2020","1","2226577"
"3663903fc3aa489f-8f7042e828f4e25d","2020","1","1"
"36a335e32fbe4d11-ae91caad9e18ecc5","2020","1","1"
"3751f9f0401a4fb5-aed05f4559969e73","2020","1","3"
"37958d6c88754a20-a88a37535e3eaf6c","2020","1","1"
"37978dd143cb4d01-aeae9ef19c385fb7","2020","1","1"
"37b3a3f6dc174f00-9605592708260cbb","2020","1","57461438"
"3928b4e725834bd9-88291d6b2ea07087","2020","1","3401"
"39e0e94d027249d4-a20b3b54beaedcc9","2020","1","1"
"3a1bff2b020a4d72-8efe7a16b670b073","2020","1","10"
"3a252326a70443a0-827b9593ca2b8397","2020","1","37"
"3ad0dce4bb734c9a-a870a0d059ddc6c8","2020","1","8"
"3ba559e29b044350-ba2132ee5d96932f","2020","1","18"
"3cefaeaa37ad404f-80b0a17c2265a8dd","2020","1","1"
"3d580ae95a724406-863740bd244cd800","2020","1","2147486563"
"3d6a0b4a6ec04998-ab88905d5d760e96","2020","1","57461570"
"3d9ad1e98b6a41c3-a75b560c1eac444d","2020","1","8"
"3da74da14ceb4a7a-8dc96301a0686869","2020","1","4"
"3e082752883e4613-ae9ce49399c119b0","2020","1","6"
"3e6ac64d28644df0-bc32f254a95d2f82","2020","1","8"
"3e7d001004ec486b-b511c85b18d4abc7","2020","1","79"
"3eb50d703f644d4a-8771214771bfba09","2020","1","4"
"3ed18afe132d4deb-82971ed3d82d245e","2020","1","5"
"3ee0294176374f33-b1a8537795e95802","2020","1","3"
"3ee4769ddfcd4a93-a38265550182a25f","2020","1","8648434665"
"3f03b8a352404582-9a64493dfc204193","2020","1","381"
"3f10e57a7b554920-be3a404a198494d9","2020","1","2"
"3f57dc3bdb9449a5-97be362cb7759b32","2020","1","2147483655"
"3fa769d398504d4e-baa785a23619fbbb","2020","1","11"
"3fc2bb03594f4762-8eb2c3d82ce9a104","2020","1","3"
"40de6741fa5a4336-99f3b8d5a9dbec0f","2020","1","63873"
"41da9afb96ab441a-95e814c3b025b2e1","2020","1","16"
"42500b1156774155-82e5e94aeed36e83","2020","1","13"
"429140e40b154294-a5918ddb2102ac82","2020","1","4"
"43c5a3db706c41bc-856f38c1472c39e4","2020","1","2147492147"
"4453331e7cee4fb7-bb4ba7cac2e089a6","2020","1","23"
"44710bdcf0104768-bc6408033e953ac2","2020","1","4"
"44faf74b60824c95-80dabe1c58e41d04","2020","1","7"
"4519169362174722-b192c6241a9dd8b2","2020","1","10"
"4598cd2d65564b0c-b20ab06d462976a2","2020","1","27"
"46377fbc071c4889-ad13be2696f7890c","2020","1","1"
"46386b9b96f4454a-bf42e21d32fb25fb","2020","1","6442451045"
"4667642658a94a13-9a8cee3ff0ca27f7","2020","1","3"
"4691e113cfe04fd2-b66f257b5d451fd4","2020","1","84"
"46e826ae8bbb4e24-b6b2bfadb61d4d5f","2020","1","1"
"47b29c80e6ef4025-94d404cb3688a608","2020","1","690271"
"48782abad92446d6-a65f19634c74de67","2020","1","10"
"4944536fcb354ab0-894e94997cd80562","2020","1","2"
"49a95a607e88492d-a5c42197ec0da493","2020","1","4"
"49b65a49b37d479d-b2b91e3a2c3a65e5","2020","1","2"
"4ac1516a75224af8-bfc7a829a01b41f5","2020","1","7"
"4c78a770b1b045c9-a01c03e967b96537","2020","1","2138"
"4cbb87e7c81548e7-a91d201221c32f81","2020","1","6"
"4e5bddfad0c94855-9883a6a8437cec2a","2020","1","70003620"
"4f0ce7819da643c0-b45b32989f0cb0f2","2020","1","1"
"4f226b8439c74437-9b311ddd91d4153d","2020","1","17"
"4f6141d45d6f4fa4-baa3a52b29e2d87a","2020","1","14"
"50029634dd2e42e7-919660829122c608","2020","1","20"
"50ef14f2844f4830-bb4ab8df79c90c84","2020","1","1"
"52b697b9b4144983-a27da9ee38a729fa","2020","1","627"
"53306f4bb6364a92-8e968ffc8ec6f9fd","2020","1","2147484304"
"53b6b97925e4448e-9187914929e6ddeb","2020","1","11"
"53fb0a86b76f44df-99dda544176bb828","2020","1","28019"
"54d1d30157dc434e-8d4911599b7c44ec","2020","1","3"
"554e0f4898154c9b-aaa01ed506e23461","2020","1","20"
"557ddba68e0b4a4f-ba59f541bd1a56d1","2020","1","19"
"566deaa433334045-85cc11e006ce01c8","2020","1","16"
"5778bbc22b5f4f35-86c77b366f69f733","2020","1","10"
"57799833b1324ee3-907855e23305c8d6","2020","1","80"
"5861c1a87dde4d9c-bc0df03e63204f8c","2020","1","2"
"5971f55fb7c14510-8a8970ee66b658a1","2020","1","27"
"5a3da0a5904f4ab6-b12ad99b67bf6739","2020","1","1"
"5a697811ae82412b-b910bf24561285df","2020","1","2"
"5c343f31dab84713-ad92b57604d97d64","2020","1","5"
"5dfb27a14fb54401-a337015bff664b0e","2020","1","52"
"5e057f43d2054b8c-bd06534b6cb13297","2020","1","8"
"5e1e2bde5d5d49ac-8f27f0d6a669bca5","2020","1","4"
"5e7aede24675495c-b6939da842cd728f","2020","1","2"
"5f1761d7aa8e465e-bbe7ba3242a5743d","2020","1","9"
"5fda5b1510fd4d1b-8b9eefeebbcc6ec9","2020","1","3"
"606936feb88b454d-95edba8a38af1938","2020","1","5"
"609167cb9de64df4-924d0b1fa2219798","2020","1","6"
"60ba7ee7d5ab4cb7-9570cb78dbffb892","2020","1","5"
"625b9e07b2a84daa-b86377d3bab64b9e","2020","1","430"
"62718ad855d2463c-b82a0f1a6a8938ce","2020","1","25"
"627bbba3b94949cb-999b342c2d17cf30","2020","1","10"
"6304676156d4456f-95a4b4dafe4fdb98","2020","1","59"
"6344d9a6a1f9456e-96f7d9b33785fd81","2020","1","134"
"63aca71a19404572-a305d673352970a6","2020","1","1"
"64056fa6cee146b8-85dcd3767b236d70","2020","1","5545762"
"6492969ba09c4390-96ee48979ca8d7a3","2020","1","3"
"649a36ed45074547-9698984476aac697","2020","1","14"
"64d4f61282024e58-902bbd3d28ceeb32","2020","1","1"
"64e59539f6604f81-9f2f1f42875e83ee","2020","1","337"
"6575ec802de34d7b-ab8fba3117975b29","2020","1","452"
"65c4fddfc1f34676-8d0d45c943e0e570","2020","1","1"
"661e826122d54949-8ae022ceae564ccd","2020","1","2147483927"
"6640faf8d5a94b4e-a69df4e52831307e","2020","1","9"
"6753987f3db14153-9f1fa66af3df335f","2020","1","8"
"6788a7eac2df4a5f-b4fdf62fb932d73e","2020","1","9"
"67b7c38d2f1e45e7-b56ad7443119d962","2020","1","57461448"
"67c4053c13af47da-acdfe5a3b03dff37","2020","1","1"
"6a847a2e7826467c-a3c9c0c96528d7bf","2020","1","3"
"6c08be9348d04ea8-80e1e501116f0704","2020","1","17"
"6c1f5fe7c2f643ec-8ab2c39ca2d3eb61","2020","1","4"
"6e582eb3ca3841d8-a5f7007f78742ee7","2020","1","21"
"6ec75a6f7bd148d0-8434e99cf5524398","2020","1","2"
"6fdee350ab714833-b80a9e4078d65b7f","2020","1","18"
"70306292eefd4b67-8987f2ca60765263","2020","1","13"
"72056257683441c2-ad76946c2f02ef7a","2020","1","1845"
"73016fa21e384c68-bdda777956216c22","2020","1","65725"
"7340083df1994360-80dc5a03544c8e59","2020","1","5"
"73747746314948db-af0b76fc5a98d3d2","2020","1","141"
"7397be6f38714811-8b3d8ff972a7f601","2020","1","8"
"73ba1aa6d42740ad-a80741531bf097f9","2020","1","1"
"73f02fc11c7246ec-93062adee5824137","2020","1","2"
"743852d35d09421a-8ac54a57e9be4e18","2020","1","63048"
"754731fca47c40df-a2dec291f281bfab","2020","1","33"
"759a7bd72cae468a-8fd29ae6f1c57fac","2020","1","2"
"75e61767ed934284-97f082c855412be4","2020","1","6"
"76ed6e7a10bd4432-85b43c7f41289a64","2020","1","1"
"78301ddc9c644ef8-89c25f7d6307b353","2020","1","14"
"786c68a7155d49e7-a5969e22f2e82e4b","2020","1","9"
"7aefaa0a25834761-ac64193e52bce813","2020","1","280"
"7b3c64766a454012-bcbbd29e234b634a","2020","1","2"
"7bf7a67add614b95-9c9af270842cba7c","2020","1","70000633"
"7c266d4059cd46d3-a512af325ca12005","2020","1","4"
"7c3c8069dfad4d0e-8fd0a64b068e9e4a","2020","1","28"
"7c53cbee2f3349d1-aaf7a35503c73953","2020","1","20"
"7ca1c84055b64b06-adfff3de712532d9","2020","1","2"
"7d61cc8fc71d410d-9c6d7f1a1e07eb49","2020","1","1"
"7da35f3d0ab44653-a5f8318237042354","2020","1","1004"
"7dd00f6b706f4617-a615fd10625f71ee","2020","1","16"
"7e133708541544a5-a4044f308847cd96","2020","1","6"
"7e62cdd311814c94-92d09335224ac593","2020","1","2"
"7f89b457cbe84aa7-b7092a39c720a4c2","2020","1","2"
"7f96ea31cfaa450c-8b5ce5c5dd5c6846","2020","1","3618"
"803d902bef2b407e-aad2044bd85ea63b","2020","1","9"
"80684b358c644928-ad999783fb0fdc1a","2020","1","765628"
"8080b744bb9a400d-9e609e5e73b64e67","2020","1","3"
"809bc58e687d4db2-898fed4abf675002","2020","1","91"
"80bc90d934cd43c3-9137716fd1833e0c","2020","1","1"
"812213ff0cd743a9-87514263ea598a01","2020","1","370"
"81fb755b5e5c45c2-b4b4f570cb4a6968","2020","1","2147484339"
"827d2a0ffb2540cc-9ba20d253c572a15","2020","1","25"
"82935782708e4909-b302ef06757dc0a0","2020","1","61788"
"82a097e57407481f-bd6d58a0b50e2431","2020","1","1"
"82f5a312d6c748d0-ad42b598f138d86f","2020","1","58008"
"837c99fe1762491d-94c221e630db67b0","2020","1","2147483658"
"839f8706801049d1-9fdc0d50325097e8","2020","1","1"
"83ee14705bf94d1a-be02708c7ef858c6","2020","1","1000"
"83f173092e7c403c-bf76e7edf1d3fb9d","2020","1","7"
"85393ba3e5c1470d-939b285f38174a2f","2020","1","1"
"85eb7621681c486e-985da731649c7068","2020","1","11"
"86234c7bcd274dae-9ba5cdc0368b7d23","2020","1","5"
"8659f4edcfd64c76-b251f4946d44fef0","2020","1","5"
"8664bdef418149af-98e3bb1344612080","2020","1","105"
"86aa1b9c0f6a4921-b71b0010c0722b0f","2020","1","65721"
"874e293a60a045c7-90eb01f527722448","2020","1","5015"
"877efef731d745db-ae541ec18b519f0a","2020","1","11"
"882b0675c1c744f3-a9f437f1b80de0f9","2020","1","3"
"882eae8555084c46-a693b8bf04425875","2020","1","8"
"88abc2760da64b09-819d8b5be9d44bcf","2020","1","2"
"88cc5147dc8f4cb7-ae6171a1644dba1d","2020","1","1"
"8925843a218c4ef0-bfdc189d5af81f90","2020","1","2148800341"
"894d8190f8044a36-b6f2b2430adb390f","2020","1","12"
"89c06ff235244fea-84019ab35907a31a","2020","1","1"
"8aae8c456c564d7b-8b673c699061d63a","2020","1","9"
"8d2d19cac1994b9b-8c967f83f255faea","2020","1","8"
"8e86782329f4463c-b99a51982a563b10","2020","1","2"
"8ead5a2f22194bf0-8d67fa8d947d7ed9","2020","1","39552"
"8eb92d7288d54d79-80edf5d2fd3caeb4","2020","1","79"
"8ed41c2385574eaa-8034ee43886fd1ab","2020","1","5441"
"8f5257a332414e65-87846dd333547c1a","2020","1","2"
"8fcce62fe4ac4de0-96e3039569a6602a","2020","1","2205014897"
"8fdd7ef1cd4341bf-8664ca417bdd00c1","2020","1","3568"
"90242aac62f74dc1-9076019b603d5d0e","2020","1","1"
"905c61b4ee284b1d-ab6f821afda21781","2020","1","13"
"906d3829f6bb4f7f-ad6385dd64e04904","2020","1","5"
"91cf4db9bfa9469f-ba922732b65a9b98","2020","1","5"
"925fee34ba694047-8c8ee4f8addb7a44","2020","1","2204945967"
"93cdb8ae5c864423-816cce542ca2e50d","2020","1","6168"
"9408458f678542c9-8ff26c1563672233","2020","1","2147483728"
"94baf2226bb941be-962ce7b85ac75019","2020","1","2652637"
"95265d11516e4474-9274874ea2eb8309","2020","1","640"
"952871e9c2964267-83aab969ce4ac39c","2020","1","1"
"952b6b8bf3b0410a-bfa08b7db58dad52","2020","1","61100481"
"9671df74e5934900-84d2118b73f4df22","2020","1","4294967298"
"96e4174f8ca8467e-aa53809696ae4e7f","2020","1","12404"
"9738c1a100a544d3-812eece034050ffe","2020","1","254"
"976b8d523b4e452d-af184879e42eccf5","2020","1","4792399"
"977e89adc0154c4b-aeea804e0a6fc46c","2020","1","9"
"980afe2f39884d38-a25f7b22e79a8308","2020","1","1"
"984b2049537e4868-a7e031d45cc8297b","2020","1","40"
"98f4dd7066e64016-b6c77f0686460f5f","2020","1","4294969909"
"99cc15687463452b-8f97d69f75d49299","2020","1","1"
"9a0c1c67ac9645ee-84736e90f97a41ae","2020","1","38"
"9a57ce21a455489b-a40ad1f53895cd5a","2020","1","8"
"9aad1dda9e344893-a0ffb66518848e0e","2020","1","4"
"9b02e7f6d58f416e-aba3c7b5ffcdc589","2020","1","11"
"9b515eb5781b4528-8208440aa0a70a85","2020","1","1"
"9c046463972144de-821b5c64930bbec7","2020","1","1"
"9cc6e52729d34bbe-9aee2700699ee24c","2020","1","7"
"9d23e614231441b3-bf6540d677b1403b","2020","1","4"
"9d2a8dcd48cc4100-93468d9bda80f984","2020","1","22"
"9d4ee81864d5410a-8cfe869199ae8e10","2020","1","1522"
"9d835069d99d4853-a8045ff7c569ff8c","2020","1","154"
"9df6621a94bb46ba-bbfa5cf71ee4af22","2020","1","9"
"9f7e41301f52428f-ba0b4a82227846d1","2020","1","24"
"9fb59e3abab74fc1-ae21b979d75e8502","2020","1","8"
"a028142f75cd4e32-a3b4cb6381d0a75d","2020","1","2"
"a0cc7a61d92d4712-96e2a9626df66bce","2020","1","8"
"a110c74206e54f0e-814cf11cdee6b162","2020","1","3"
"a11551f34394434e-bed206a9805bd17d","2020","1","1332653"
"a1d33bfaa8134196-833cc20d69e30cab","2020","1","1"
"a283205520774baa-9755ebd6a3390819","2020","1","66"
"a28a657b6b5a479b-b1c5d12f6fea3cc8","2020","1","3"
"a2dd650839954368-aa57bb8541d774ef","2020","1","2"
"a39e65e056604471-b71bf6eee8461173","2020","1","580413"
"a50cbba91fb746e6-980109a834822a5f","2020","1","1"
"a6bd82e7ceff4493-9460a6fb54bc9d73","2020","1","11"
"a713ebad66fc4291-ab2325b36685aff5","2020","1","1"
"a7317fcc4fe94413-abbe3a92ffcff16b","2020","1","9"
"a752e138bc7242ca-8d48cacf1a8cf313","2020","1","1"
"a781acf4799c482f-b146db4fd0405b57","2020","1","7"
"a7f0aa805c02418f-b3c288a5b970e3b8","2020","1","1"
"a80bbc8c8a9f4305-ba7ddcc49c0054bd","2020","1","17"
"a831a99f50d547ee-a04893f0fd5c80ed","2020","1","1"
"a878b6d146a14dd7-a629bc65ef7352d6","2020","1","7"
"a8bdcf1170ae4f0a-b19607b85023038b","2020","1","2"
"a8d2ac70bc4349ec-8895a981de034937","2020","1","33957"
"a9e1fd5df2174114-93695b2834f6aaaa","2020","1","12"
"a9efb83ff9ca466a-856a64c491ac102e","2020","1","2"
"aac1e507397848c8-ae3512f4a0686fa6","2020","1","2147483653"
"ab92f2696f8c45f6-8dddfdf1fdadf03a","2020","1","13"
"ac4e39b145244cb3-a14abf8679e7cbf9","2020","1","18"
"ac4fc0f479294e7f-811d1d9b6126b113","2020","1","24"
"ac992170c47544bb-857ebfff58544119","2020","1","3"
"ad08c3f40a0d408e-b7b162b8cf54bc23","2020","1","1"
"af07448195e04885-a906fc8666a44d6d","2020","1","5"
"af57f0f97c6c436f-abf9380cf4a8640c","2020","1","6"
"afd4e6fa77ba4f94-8f8b76e6524e6bf1","2020","1","1"
"b08e2405d7484ba1-afbb06491c0dea01","2020","1","12"
"b0ada618ba3442b5-81d39d22a07bb93b","2020","1","2"
"b0fb38734cd741c7-a09e80c84d22f46e","2020","1","2"
"b176c6c1eb154f6c-b4410029c6abc73f","2020","1","76190"
"b2b664e0f7cd4fa9-9d4d9bafb1431b28","2020","1","3"
"b2ed0991c04f4eef-96964d74387cd152","2020","1","1"
"b4b2c538159d4aea-9bc949fc7ee466e3","2020","1","1"
"b4f22f0f757349bc-b481ff7885bb9670","2020","1","3"
"b52196feabec433d-85fe3d60d7babe2f","2020","1","14"
"b5317b143f3c45d2-94739d8cfcafc201","2020","1","10"
"b6006e81286e4967-bf48ee7d4820a099","2020","1","19"
"b651bf72112d494c-9fb6bc46b92f5340","2020","1","5"
"b69da405ed6f419b-8463e22576614cdf","2020","1","2"
"b71317b9c8ca4ca3-b53b21b3bea55a98","2020","1","2"
"b7255fd48f6444ee-bf4c5da0f7420cfa","2020","1","4368"
"b760bf490ab949cd-87f1689e9e743d40","2020","1","2217487528"
"b7ad36dcd16649d3-8605a755b8a49146","2020","1","7"
"b81fa2c6b4db4afa-8fe9cc9c80620725","2020","1","49500255"
"b871e0b6783344d3-a3a705315c5ae241","2020","1","1802"
"b8e00e5c563740c1-bc00e037c98de9a4","2020","1","12"
"b96b14f3bd254477-893c1fd3f21e07d9","2020","1","7"
"b9a8e8d974b243c9-a1c27c27fa9d4588","2020","1","1"
"ba1711d156ae40b6-a50280bbd3742cda","2020","1","4"
"baf084e3666b469c-8be3d71c4b4f2cb6","2020","1","9"
"bbb06ff9e9004fa3-b33f24d53b4e9e24","2020","1","10"
"bc218cb3725543c5-af195d0b060741ee","2020","1","2"
"bc87eba76a8743d6-bb9f296b18d9e25b","2020","1","71"
"bc909e4a9ea94908-b7b92ae8b97067f8","2020","1","13"
"bde0c8e7eb3143ea-a7c8d71fca2f0adf","2020","1","1"
"be7ea15c9eae432b-8b22a06635407c3f","2020","1","2147493814"
"bed97e4b48ce49e0-843127edec02ab6d","2020","1","2667551"
"bfe7e6a15377466c-a64e346fbb35072a","2020","1","4"
"c0348da4a6004971-b6ae6f18f9d4f4a4","2020","1","2"
"c0a52c9f1c5b49cc-81a7ddca7a407655","2020","1","28"
"c0f26693d1f3462a-86653b3617d02632","2020","1","2"
"c109ff60fc2a4d59-b9891862344f3770","2020","1","16"
"c12249ca0839401f-8df6e5b710e8b841","2020","1","2150136332"
"c206634307af427b-ad35595a63bfd421","2020","1","29"
"c21e89fef12d4d83-a7509af550dffd23","2020","1","1284"
"c389a96cf3ab46a4-9794a367782c9dd5","2020","1","21"
"c3fe11c6a8924a1b-9918ca2d58d2d96a","2020","1","1"
"c459cef556fe4733-acdeb2bf36270e89","2020","1","9"
"c4a31d8d1f5147ea-93ddb1d95feb9d6c","2020","1","10"
"c73e94b0756542b1-86dd44b7608a9019","2020","1","1"
"c773462c99884869-a00851b443fd3ff7","2020","1","2147535516"
"c8076585303d4eb5-bdbc58af866136b8","2020","1","4"
"c81f9a14e30c49e2-9ce655661016bc41","2020","1","20"
"c8962767e7734012-8f840eaefc19217a","2020","1","4427765654"
"c92676d6050444fd-8352c64a5e519692","2020","1","24"
"c9324722d0a64b6d-9fbde44edc30fa4c","2020","1","2147483651"
"c9592414ea1849d2-b0bf0640ad5c3674","2020","1","16"
"ca4df57fbb974005-875862dc8af64f0a","2020","1","2"
"cb045d47bce6468f-b21d00e88e40e0e2","2020","1","16"
"cb0bdfe70fa04235-8be6f4760e57a244","2020","1","11"
"cbae1cd377c94d2c-8ea4d38dd6cce20f","2020","1","15443"
"ccaf55356a704b17-9437adf553c71f2d","2020","1","22"
"ccf0b1f705594176-b59b147de0e04769","2020","1","2"
"cd3c58de86cd4ff4-bc9a80ed376abe80","2020","1","3622"
"cdc88c0829364e4e-9c2d90af4df6e0f6","2020","1","3"
"ce187b758e1e4578-a5c419393f9f06d0","2020","1","32"
"ce637e769d8843f5-af719d06cbb79d63","2020","1","2"
"ce9ccbafdbbc4b9d-8d9da032397dfe97","2020","1","11"
"cf3527f3b39e48bf-83c1bbc9fc453f50","2020","1","33706"
"d03f3cceb3cd4414-85291f09fe0138c1","2020","1","1"
"d09417e4c7b24509-b5e49c2309e6edb7","2020","1","23"
"d0aed118887548d4-a45a6cda9bd7cf53","2020","1","11"
"d13c02a29c004fc4-b7df62a8c763cc1b","2020","1","8"
"d31398c672b445d3-a60bd73f509e72e4","2020","1","2"
"d369c383dcf24364-9e01e42a1bd2342b","2020","1","7"
"d37eeab0710643c8-afe9abbbcc1ed176","2020","1","2147483649"
"d3a46ddc35ef40c0-9da03f82256efb9a","2020","1","70005015"
